,Cylinders,Displacement,Horsepower,Weight,Acceleration,Model Year,Europe,Japan,USA
0,-0.3174249319651814,0.001894548385857675,-2.900853403030876,-3.1001839467760073,2.2774515841953256,-3.7320097704236392,0.03336851457565437,-0.3669451169816291,-0.6278657610605585
1,-0.3174250030593342,0.0015867185516924565,-3.783752569478658,-6.113857199449377,0.4375596886967843,-3.7320100208085645,0.03336847181925684,-0.3669451405055959,-0.6278657660787026
2,-0.3174249557843316,0.0010123803653359076,-3.0068012862508278,-6.574771725707571,-1.0678061639770604,-3.7320099054139764,0.03336844452600385,-0.3669451059916691,-0.6278657613557463
3,0.21161680547018036,-0.0009465901662411014,0.4541632966843856,3.289591837822436,0.43755969472915557,-3.1100079399441816,0.03336859360952493,1.467780783638117,1.1162060224290844
4,-0.05290407158079835,0.0002739041646324103,0.2775836179824085,1.6901785033543848,0.7720855758757789,-3.1100080296198467,0.033368433952333354,-0.36694518911270646,-0.6278657619839595
5,-0.3174249792326096,0.001996959254850772,-2.371113899435315,-5.519001272405886,1.273874161879215,-3.1100081986245653,0.03336839762187882,-0.36694525294077174,-0.6278658807164046
6,-0.31742495853182007,0.0014943561705305086,-1.5941626118554035,-4.297774114139491,0.6048226151844762,-3.1100081477240913,0.03336851332679469,-0.3669451259052927,-0.6278657657835147
7,-0.3174250780514347,0.0019970758301806057,-2.194534293197453,-6.629924468926006,1.1066111677033525,-3.1100080870446742,0.03336839344387865,-0.36694517537525595,-0.6278658680007503
8,-0.0529042357490197,0.0004582531338632734,0.7013749332427935,-0.2992399557658618,0.2702967318126108,-3.1100082018715938,0.03336842255365502,-0.36694523852211836,-0.62786585776011
9,0.21161660062698928,-0.00136728845323697,1.3723783110209924,5.7123488514309715,-0.9005435869126077,-3.110008156912656,0.033368388493855594,1.4677805220286038,1.1162059912454474
10,0.21161666470482254,-0.001105707849773152,0.9839027597336572,3.691414930888576,-0.5660176633653178,-2.4880064996083524,0.03336837823050265,-0.3669452231725057,-0.6278658536729371
11,0.34387731302352087,-0.0013874654315755297,0.38353157824561834,2.8877689377012628,0.6048227845600636,-2.488006500743678,0.03336843490600816,1.4677808287484293,1.1162059725352727
12,-0.3174249810037182,0.0010432350749010055,-0.781895452930816,-4.077165912287567,0.43755969690140883,-2.488006513754527,0.03336840849831102,-0.36694521445319817,-0.6278659152757502
13,0.211616620699566,-0.001100692067827591,0.983902663230893,3.5417163321631175,0.10303381756373908,-2.488006541842501,0.033368379138767335,-0.36694524056570454,-0.6278658711569638
14,-0.3174249686816406,0.0014841544211816604,-2.3711139214909274,-4.0850442936836675,0.7720855418992429,-1.8660049090234043,0.03336850917149903,-0.36694513144569196,-0.627865766078699
